scan_frequency_score,unique_locations_ratio,supply_chain_completeness,license_validity_score,price_deviation_score,temporal_consistency_score,geofence_compliance_score,speed_anomaly_severity,batch_health_score,historical_pattern_score,is_counterfeit
0.8412484454312992,0.81626975612838,1.0,1.0,0.9084837714085192,0.697327915700235,0.8748541591512241,0.0,1.0,0.7741284294133781,0
0.6701175117613194,0.8179835373709266,1.0,1.0,0.8312424766071187,0.7808317388987497,0.7044766401069901,0.0,0.9513989489159811,0.7567306025482287,0
0.7022707289534837,0.8937321283988253,1.0,1.0,0.9056303275681837,0.5237635832536144,0.823505249355421,0.0,1.0,0.8298420604232127,0
0.681522200511311,0.7428065288933713,0.8706087206499322,0.4618745435725564,0.764758076844259,0.5910121022969977,0.7642396565100453,0.4004695315574419,0.6272802740366814,0.5102270762884201,1
0.7776339852413043,0.9286576436884706,1.0,1.0,0.9458252890491516,0.6091233578631869,0.988292961755305,0.0,1.0,0.7772205275601548,0
0.8492089758530846,0.916673753019432,1.0,1.0,0.9962172548474542,0.5749741159047408,0.8571424172563722,0.0,1.0,0.8737198256378921,0
0.8628936965177871,0.8563709549546801,1.0,1.0,0.9118164827621656,0.6393474330728302,0.9257885693559769,0.0,1.0,0.8754944027054106,0
0.19130027965989604,0.4212525078377021,0.45010547889070185,0.6482677906438277,0.7398812918983398,0.6098614124724727,0.6984111833211244,0.8370391135734936,0.3696437341336337,0.6295186949140191,1
0.10706202629051834,0.2645605616051713,0.3341210633789237,0.6206007287997708,0.9903495019640215,0.6206148447531958,0.78787299329631,0.8975708087852725,0.3438944794710014,0.7643878466921079,1
0.6509281309527528,0.8363005444447859,1.0,1.0,0.8786916221823533,0.6943152377100317,0.7235522742441806,0.0,0.9348868266542996,0.7859058288495652,0
0.09188935368119733,0.4355049631511171,0.6333087942396798,0.9776673432519641,0.914761354502118,0.4261627582992051,0.7064404118259626,0.8875206248110784,0.4018682488184204,0.8522614738277767,1
0.2327414207378868,0.38237125126971605,0.0,0.0,0.15531349301541342,0.31757329982896665,0.17531346560459038,0.6132812435165466,0.03928924857751037,0.4190769828604788,1
0.6683059320620086,0.7539223547943672,0.33,0.7984214244584447,0.7668487781633921,0.5541824407491643,0.5319794759401315,0.0,0.8150275563471618,0.6456377512407206,0
0.05718135784783203,0.44478408169058514,0.6228657987635683,0.923257169345139,0.9675706134558217,0.4008964080693446,0.7265125786238835,0.892107899454828,0.6367994211560246,0.818547203148484,1
0.8554293831854873,0.911680849947161,1.0,1.0,0.9424222009246976,0.6812708770189472,0.8222394964612303,0.0,1.0,0.7985250208581718,0
0.6205885752958923,0.7653414719482975,0.9947243438594532,0.45768108756374914,0.7922270970815186,0.4778963789804841,0.6771023809473845,0.5021161312763517,0.608281521469517,0.5308290086356974,1
0.758915655740038,0.7069340533452966,0.8623262555775516,0.698175006476524,0.7567088281512618,0.6042891378087178,0.5190922727859927,0.5494120543157129,0.5796935524531631,0.5344798991178701,1
0.7335115477042055,0.734463974240326,0.67,1.0,0.7122605848799436,0.6337870126144329,0.6835771017095875,0.0,0.9177010484276747,0.6177405067514111,0
0.6268030456901281,0.7057565352626678,1.0,1.0,0.8860928654060394,0.7408159536198448,0.6638892484526732,0.0,0.913637147558677,0.6029089331335764,0
0.0027091212388650754,0.27652379000218164,0.33,0.0,0.03926209821550495,0.4939642090157089,0.22689477069181962,0.6944201853385856,0.03674837366500633,0.3509273715262622,1
0.9908265885966654,0.9239561890666973,1.0,1.0,0.9144894872091224,0.9489452760277564,0.9985650454110601,0.0,1.0,0.92420552715115,0
0.007685269792465,0.47052859764062704,0.48690233797240967,0.8186007384041403,0.8637415688823131,0.6580470962826145,0.6910009046501622,0.9227867169520123,0.32666081622427595,0.7555224065835613,1
0.7141137494800859,0.9284838556412631,1.0,1.0,0.9026511310541622,0.6171551162546927,0.9880460482849915,0.0,1.0,0.8150948355751758,0
0.9304613769173371,0.9097672114006384,1.0,1.0,0.9684233026512157,0.9440152493739602,0.9122038234844779,0.0,1.0,0.949517691011127,0
0.10106873753133205,0.1546353747066098,0.0,0.0,0.13009660018691666,0.3087323315414722,0.08083627207340133,0.6083444557166152,0.32663150961866505,0.39969438760653264,1
0.28308477605027965,0.22591819507783673,0.0,0.0,0.28935614168106255,0.4520188156876194,0.22114938119045513,0.7247807961980521,0.16037137021906372,0.5173268017842351,1
0.9341066351050259,0.9113473521240589,1.0,1.0,0.9924693618278563,0.9877339353380981,0.9257941627715156,0.0,1.0,0.9659984046034179,0
0.9119865367333683,0.9337615171403628,1.0,1.0,0.9942909703912519,0.9323202932020755,0.9518790621743366,0.0,1.0,0.9703018958895178,0
0.7926788868427102,0.8120336366923684,0.9791514124709203,0.3209031517144095,0.6256379957222484,0.5520315581924102,0.719246289494219,0.5943891271491739,0.47695901873327434,0.6962523804422224,1
0.8710921168022014,0.9407315718760048,1.0,1.0,0.9474173829087326,0.5195668321302003,0.8983231750233664,0.0,1.0,0.7946943541561131,0
0.16274359071581024,0.2479830540351399,0.33,0.0,0.059862735278743535,0.43604564848625826,0.03609920448958792,0.6122610008823224,0.12884144425560684,0.4387868870217949,1
0.7858751978255172,0.811352578602786,1.0,1.0,0.7839937280980852,0.7538985866383874,0.656113124567257,0.0,0.9323679236404244,0.6850872877232834,0
0.7475002496219497,0.7904435881779615,0.67,1.0,0.835731854839808,0.62817140407596,0.652916095951867,0.0,0.949836777273948,0.6837850899009096,0
0.09087546691199218,0.4533071248218848,0.36334807746664316,0.7441205685108891,0.6600194658775936,0.42987037075602397,0.72120712321634,0.8952036258737534,0.4503553140583077,0.7183428835710106,1
0.1559321845668053,0.2011009529293859,0.33,0.0,0.043726970473425504,0.38988676704274755,0.29394218555519347,0.9794333419405735,0.12626389103770963,0.4077752243748737,1
0.6419811186191171,0.8796108578881427,0.67,1.0,0.7572063161991,0.6073099335696189,0.7416200835329998,0.0,0.9564841133262616,0.6131417278856705,0
0.6508783161683694,0.7723706186410277,0.8259228071521495,0.3182594982009535,0.5420072292659953,0.5553628615582611,0.7914598072703152,0.3994041021309152,0.5446123174336248,0.5588293138215179,1
0.7554762365962265,0.8376242319447523,1.0,1.0,0.9463698404939982,0.5706704456052105,0.9167312223701745,0.0,1.0,0.715546927392997,0
0.8369462345107759,0.8325233878689783,1.0,1.0,0.9910927184493843,0.6645074485846337,0.9899599826583848,0.0,1.0,0.8451439016776721,0
0.8716825503686023,0.8857988054750037,1.0,1.0,0.9750871067791498,0.6509085748169364,0.8206247737671866,0.0,1.0,0.8805105813359133,0
0.6502356095616836,0.614201532906651,0.6964594046470282,0.47095425836719684,0.788345142323785,0.5337145293445829,0.735733991334513,0.5085759972513595,0.6187321582417077,0.5020262368055487,1
0.14417597319799438,0.2777223353978553,0.33,0.0,0.17139568257587223,0.4324224020213129,0.2718894539986996,0.9457971521229394,0.36695495947685086,0.45637809365412446,1
0.11948621519269066,0.12750980053342906,0.0,0.0,0.12640710068312105,0.44751646031777825,0.11938857288415117,0.6441896452525578,0.17731107882038827,0.3861716974962245,1
0.9633403756510424,0.9871460590187717,1.0,1.0,0.9803672076899115,0.9186570058886036,0.9892558998489978,0.0,1.0,0.953934224191565,0
0.6249325362406534,0.8841683765234745,1.0,1.0,0.8556514171378216,0.7182550871489859,0.719700811161039,0.0,0.9054761638822032,0.6670394483291802,0
0.8055402218172599,0.99859295922386,1.0,1.0,0.9073796564735399,0.6107708568802641,0.9938605071238198,0.0,1.0,0.8046195688340297,0
0.73303944413924,0.8046130849538239,1.0,1.0,0.9631601622439325,0.678489021484527,0.8449798318414732,0.0,0.9439134908570218,0.6753888858849815,0
0.6067064869471559,0.8139779369742632,1.0,1.0,0.9630296910285248,0.6684163497431815,0.8463771914016038,0.0,0.9110631736955207,0.7692904583469037,0
0.8236436126632523,0.8202245352245581,1.0,1.0,0.9084106806114998,0.640193826291824,0.8145526012728388,0.0,1.0,0.8643720118580712,0
0.9119594245938302,0.9713244787222995,1.0,1.0,0.9760785048616898,0.9561277197569497,0.9770967179954562,0.0,1.0,0.949379559636439,0
0.9388677289689482,0.9271349031773896,1.0,1.0,0.9828737509151929,0.935675332669359,0.9280934509687381,0.0,1.0,0.9542696083158249,0
0.11380757697672712,0.2816614472934649,0.0,0.0,0.19914135828654153,0.39492617514996275,0.42208522448459856,0.9222680611800212,0.2926771821983761,0.5604813841539775,1
0.6073366405781195,0.7504873888688042,1.0,1.0,0.9685620513061598,0.7023354884231332,0.7596340455795947,0.0,0.9107172011339776,0.6894824733646909,0
0.8810763952838527,0.8182573353572268,1.0,1.0,0.9319313637590415,0.690012393410161,0.9901214293875112,0.0,1.0,0.8146875776246572,0
0.193164432230644,0.3297493634990396,0.4360174852489883,0.753070931420122,0.775804675453164,0.3422658737046975,0.6922478944070619,0.84320763650192,0.5478351819591318,0.795060327719446,1
0.9093674767828093,0.9367715803059433,1.0,1.0,0.9265202367681725,0.9243989643379084,0.9973010554752446,0.0,1.0,0.939309772466676,0
0.9522732829381995,0.942754101835855,1.0,1.0,0.9025419126744095,0.9107891426993304,0.9031429185686735,0.0,1.0,0.963641041126378,0
0.14415208417734868,0.13147905352545247,0.0,0.0,0.030837721347799704,0.41418090036883287,0.00918381847027,0.7929425526206366,0.1051747899594343,0.40380497029345186,1
0.6745891671752816,0.7196674659228683,0.33,0.879517922769425,0.8448206658546278,0.5274463159578974,0.7941730400539965,0.0,0.980672762527205,0.6293329838234326,0
0.7953600657021319,0.7221441186652631,0.8094409813429417,0.3168098700685621,0.7219712362300792,0.6836153104398301,0.5840111988651469,0.5575025030397363,0.48766546913856934,0.7732310484931746,1
0.8010504744895715,0.9652914932215484,1.0,1.0,0.9320049601030612,0.67910464569924,0.8778403357468326,0.0,1.0,0.7021675302960596,0
0.16550757911337488,0.4200843141684206,0.5915636638380556,0.5055156322143236,0.7664615992719046,0.4925376606541294,0.505757683046917,0.8519626417490069,0.604115929248854,0.6411329117186997,1
0.8263674424339599,0.889689104395664,1.0,1.0,0.9293210771698065,0.5657329090739832,0.9345036912154077,0.0,1.0,0.850474905887536,0
0.9817222200201215,0.9555200811599462,1.0,1.0,0.9529650578356007,0.9241852290900452,0.90931027678059,0.0,1.0,0.9897215757953327,0
0.10183505776284181,0.3444475341239537,0.0,0.0,0.1982460354897752,0.4106002905183917,0.29873793131596504,0.9135330213675448,0.24045191572449243,0.31222623182774184,1
0.6281423056097517,0.7404031336804979,0.7307941969485486,0.6575958840031482,0.6962877656974886,0.5304208566444546,0.6320970255105047,0.4845894075209406,0.425039225496815,0.7647249105222016,1
0.030404970625729624,0.21840488813320047,0.5954589392632696,0.72990021188466,0.6232655182021903,0.6979465268679068,0.51733416829891,0.9390070457717107,0.6934715701053654,0.6717540312647776,1
0.5994929787959781,0.7160607744896887,0.33,0.5054979143292402,0.7273771260137614,0.580003728369621,0.7621670232687546,0.0,0.9194826204340617,0.6201033720867306,0
0.9228798165491623,0.9076979909828793,1.0,1.0,0.9289751452913768,0.9161221287254004,0.9929697652342573,0.0,1.0,0.9808120379564417,0
0.0398147262129181,0.27026225447846747,0.33,0.0,0.20795818224680426,0.4642881456019733,0.020591747639635838,0.8681541833417649,0.4757749871776635,0.3372659900184178,1
0.6256091677915545,0.7303805387024589,0.67,1.0,0.8922624234409644,0.6363760168798289,0.7037001849971589,0.0,0.9896788409906012,0.6947923280525745,0
0.7431944457694796,0.8317847883820303,0.67,1.0,0.7665916485798848,0.6462149593176143,0.8015678230796185,0.0,0.9019710537754364,0.6208217163969147,0
0.6054334842451119,0.7130409182520984,0.8230973543480699,0.6636880823446241,0.6616105393858143,0.599562501606858,0.5316421099869891,0.4970340314172882,0.6466309481800676,0.6141260022522688,1
0.7752926733756099,0.9621106661563665,1.0,1.0,0.9987276129314945,0.5300833782207056,0.918826143070427,0.0,1.0,0.7761781713262043,0
0.6117101858487958,0.7668476637392121,0.9290160024467843,0.5830723738963663,0.7365844894017219,0.6034538112883219,0.6320596993866472,0.34423575801188516,0.49845782608279343,0.6302058098521626,1
0.661120843098043,0.8753301523656402,0.9987903314169917,0.4473238122027393,0.6345831892863628,0.6444141876405474,0.7658587341395224,0.47791330025603523,0.5174577094533488,0.6237865522545871,1
0.7812944221929095,0.8248475991827984,0.67,1.0,0.9819496370840426,0.7255416106142836,0.7004716843971258,0.0,0.9139272072663387,0.7588050378540592,0
0.520618749202749,0.5943789670428232,0.33,0.9586567877311214,0.7273637261837922,0.5900474707641605,0.6338017318873868,0.0,0.8370265857677239,0.6083801894756716,0
0.6644844747336557,0.7715124675322568,0.9724896278275984,0.48619704410265924,0.6637733636642278,0.5164397493188227,0.6742344846875256,0.5803222500400699,0.6411171725287649,0.6376810036984273,1
0.09094797112677183,0.3546788085737751,0.49620783728735285,0.8334321287730522,0.6558605019025251,0.3119894359490712,0.5923789824773573,0.9409361525473293,0.3807413808491793,0.8020297299974752,1
0.012053478057912171,0.4803308080416543,0.4495517136614757,0.5507104142246082,0.7943487036745303,0.40271062708820315,0.5854618705885769,0.8614579929852574,0.6212103591330653,0.7617483830025764,1
0.7711945357302523,0.9515692220928739,1.0,1.0,0.9014393488629756,0.5232145281013832,0.8092005284043506,0.0,1.0,0.708145760463794,0
0.08951232929699778,0.3519841494017416,0.0,0.0,0.20414979062241392,0.430902242856227,0.13662976349910466,0.9803454249001642,0.07552894589045012,0.42970044031278054,1
0.04919984429684917,0.23158216494686154,0.33,0.0,0.01810562519716914,0.3494206468020293,0.07977234005659417,0.9487134266368806,0.10960699367902216,0.5927595767457394,1
0.1895440581050005,0.17794107431924794,0.33,0.0,0.002721721395817489,0.46373588409996835,0.06422435904659568,0.7133371793062326,0.009213859369108734,0.42967223516775366,1
0.5343358571696607,0.5816921979558107,0.33,0.911291937955837,0.8059323357310162,0.5630108856804914,0.6494272260533017,0.0,0.813435079983142,0.5810496176055377,0
0.753102579798222,0.7317816335338707,0.8713742993276217,0.3541416329110742,0.7254125258087137,0.6313910312534279,0.7869843863250374,0.3206874049069263,0.41711641634537633,0.58465612240796,1
0.9892046555177113,0.9631138625997263,1.0,1.0,0.9794811303541648,0.9502637093105192,0.9576903884626359,0.0,1.0,0.9492517693818864,0
0.7605706897196023,0.7009264046009205,1.0,1.0,0.819450608077283,0.7074791205875846,0.8759566849238282,0.0,0.9346345994365961,0.6693906403792456,0
0.04116824200735365,0.23357588581931837,0.4217148679157765,0.5285434280446575,0.8124678112004128,0.6746422769179845,0.5118030622005529,0.8244219828020054,0.4808796113133741,0.8801625052583715,1
0.7221560142151536,0.7561366431031948,0.7383075508846808,0.5066290513783915,0.5016517397481263,0.5015328065298451,0.5657206427305573,0.31101640875024633,0.4324077262392074,0.6016581948016255,1
0.6896906613924313,0.7290817382479282,0.67,0.5571189629601985,0.813155323993312,0.5970734624483469,0.6413196358081443,0.0,0.8364214277643167,0.5969556734300692,0
0.7661238815575458,0.8930053821333026,0.67,1.0,0.9192602425610933,0.7876680913642076,0.6543699198496981,0.0,0.9066496267366778,0.7482241298580119,0
0.25203645082236564,0.217645363433559,0.0,0.0,0.27960843165300525,0.32050194559813583,0.46861424361822557,0.8751542889203253,0.03391852955258595,0.39028907008404484,1
0.7240145511857027,0.8066922183952643,1.0,1.0,0.9365791633673592,0.6303349759465502,0.6935166203386645,0.0,0.9248489139814466,0.7487892585145355,0
0.7486386397463207,0.7096285671956707,0.9679553484133558,0.6409055497564725,0.700341404967922,0.6186443140214768,0.7676907494418956,0.35559905385861434,0.4236907486572486,0.5718530509728614,1
0.7372654393372196,0.7139282296324811,0.7277108742680667,0.6422949035623144,0.5681538671070545,0.667408225048588,0.5837828265363232,0.4928645730176123,0.6082451720529493,0.6537964259435158,1
0.08889243613679702,0.170082325314973,0.0,0.0,0.08317969370903207,0.48206782041150686,0.02255033861016159,0.6437870394716461,0.19581507027017803,0.33733126718905687,1
0.2902533790841333,0.1556376624029963,0.0,0.0,0.14445670545376502,0.3234616377924789,0.06259289610127522,0.8742261148915885,0.21515294744973135,0.360157418010101,1
0.20413698790779758,0.21866352516399062,0.0,0.0,0.18000616443579112,0.35833251574186065,0.3474909430632713,0.9440489588756819,0.3899254944466749,0.31188564760450715,1
0.9832442640800422,0.9212339110678276,1.0,1.0,0.9181824967207101,0.9183404509853434,0.9304242242959538,0.0,1.0,0.9524756431632238,0
0.6925359571339214,0.7602755748328284,1.0,1.0,0.8508161170277437,0.6464425390293634,0.8698723719823706,0.0,0.9383891221373212,0.7087105722227978,0
0.6132809280593794,0.6428151206597299,0.33,0.9770434682698166,0.7270002554842413,0.4967509883864826,0.5809733667176584,0.0,0.9079685557816387,0.532402775578317,0
0.14747836402243106,0.11926268112254024,0.33,0.0,0.09777763918562246,0.4180527877771245,0.2166233744858278,0.9937405629611615,0.07479032133378288,0.43937957899074304,1
0.73878968889342,0.8085448886695192,0.67,1.0,0.8037087980511758,0.6363195433602851,0.8725351684000886,0.0,0.9583391794766121,0.680170283352728,0
0.07068427586054363,0.2710611676923446,0.5953786751829131,0.637403017774068,0.9290457274054713,0.46949530145950513,0.7002649697874411,0.8191070627669337,0.5495437298706292,0.7355303036211687,1
0.6124546211763771,0.8025005297540664,0.936113193686837,0.48369595103878316,0.5155869732662806,0.6572556398768066,0.5604091346407923,0.3775862504664116,0.4494119060296888,0.5990645194614492,1
0.78296918021362,0.7724787798233266,1.0,1.0,0.8896792863758591,0.6026188913176667,0.7990612116050132,0.0,0.9178035966869752,0.792214063493891,0
0.8625599134515005,0.9894497154767717,1.0,1.0,0.9986001063822871,0.6506756370517883,0.8752519171061832,0.0,1.0,0.7167001433397338,0
0.964517279040945,0.9174366429004992,1.0,1.0,0.9690937738102466,0.9386735346300538,0.9936729988736734,0.0,1.0,0.9137520944145994,0
0.8948789615332333,0.9972421488959206,1.0,1.0,0.9698161714019745,0.6072192732688241,0.8619055232572655,0.0,1.0,0.8627590039413897,0
0.6670416094741746,0.7347523186271487,0.9049646267091577,0.6303912850832327,0.53019124355706,0.5479748225511889,0.5425915969282982,0.40438242347465,0.5351052936716238,0.7246479010889919,1
0.6224077804336104,0.7795711198091483,1.0,1.0,0.9596521377681941,0.763414414189856,0.6773708481134819,0.0,0.9170887587390066,0.7337286439848862,0
0.03496772545208251,0.3507698229390327,0.4655454294425865,0.5731869960811246,0.7470137689166125,0.3272689237541974,0.5077435720848461,0.8270332578309646,0.6852460446356695,0.7648588607685051,1
0.11522718344737487,0.1110195812279841,0.33,0.0,0.23387534207002597,0.370025051833346,0.028921338281698183,0.9876410520563246,0.44189294248171285,0.5783256849585638,1
0.7547759311460314,0.8203846862030263,0.9645326856850992,0.477352005751675,0.6821268736156263,0.6262615106183977,0.6775091486918977,0.5107901319256549,0.4712300405124419,0.6537091332637373,1
0.7391236292993614,0.7006436527208557,0.8744644813617475,0.44219720417654296,0.7382591993831253,0.5185981279646265,0.6764606800845172,0.4442918669658371,0.5926976577715681,0.5194560783448905,1
0.06921994530755711,0.4926830602579745,0.5479305062974129,0.9112402818171805,0.6530098690967393,0.6448057929090489,0.7768271571540184,0.8974123837637872,0.542501175100391,0.8294429402708987,1
0.8981010284001347,0.8825235353822853,1.0,1.0,0.9372018085792784,0.6552825921483993,0.8681607080506036,0.0,1.0,0.886151465120713,0
0.1939824092214541,0.22817021473682553,0.558684720196543,0.7218751096522855,0.9472569017510022,0.37085991577895433,0.7077877856678494,0.9676230579296221,0.6778456877896093,0.8049744084868937,1
0.822683039187158,0.8836486072581238,1.0,1.0,0.9932728483354013,0.6732127779000816,0.809043734021238,0.0,1.0,0.7052733948994504,0
0.13848723026487395,0.4973767981106565,0.3736540584144026,0.5520548246920831,0.8897355268514964,0.5313547668025635,0.5822481999679417,0.8158838737977974,0.33426329983857217,0.8682572623992355,1
0.2984723467939306,0.1521685747658462,0.33,0.0,0.15457437729441775,0.3982372681737253,0.49816788790336214,0.9589744592184816,0.23169037410780996,0.4868812148805356,1
0.9005522117123602,0.9815461428454835,1.0,1.0,0.9706857343847617,0.9729007168040987,0.9771270346685945,0.0,1.0,0.907404465173409,0
0.9548733789366586,0.9691895197692694,1.0,1.0,0.96519612595026,0.922426930946056,0.9712179221347536,0.0,1.0,0.92372490874968,0
0.9040775141554764,0.9590892943188242,1.0,1.0,0.9677564361842282,0.9016587828927857,0.9512093058299281,0.0,1.0,0.9226495775197938,0
0.5368741841357927,0.5271010881732824,0.33,0.6226745548406605,0.7778591228083953,0.45773874735414,0.6067018149394847,0.0,0.9438091810368491,0.559424343124635,0
0.7605171359159626,0.8144097286738602,0.8391803495656174,0.41739552928324863,0.779526115829845,0.5794030082474383,0.5261278300387314,0.4851199548353404,0.43415151804298047,0.6035669428405076,1
0.6523411367471812,0.7493957598144,0.9690640115719421,0.3998184799398024,0.5815849178385893,0.6518796524835927,0.634921952735162,0.5330131670865543,0.4196098472693156,0.6462713581020153,1
0.13378749210309643,0.29427209302057233,0.33,0.0,0.22747895877870677,0.30491738329176027,0.011061775764498627,0.7294440876598165,0.24432159520233288,0.531122225342338,1
0.803260069660239,0.8645912945882492,1.0,1.0,0.9795186194768704,0.5541664502524148,0.8877942841411273,0.0,1.0,0.7156912762684532,0
0.6918271512476523,0.8960065150570955,1.0,1.0,0.7986254830862525,0.7266801708633452,0.672043685633458,0.0,0.9075863328108664,0.6257759443821298,0
